State,Area_Name,Rural-urban_Continuum Code_2013,Economic_typology_2015,POP_ESTIMATE_2019
OK,McIntosh County,6,5,"19,596"
OK,Major County,9,2,"7,629"
OK,Marshall County,6,3,"16,931"
OK,Mayes County,6,3,"41,100"
OK,Murray County,7,0,"14,073"
OK,Muskogee County,4,4,"67,997"
OK,Noble County,6,3,"11,131"
OK,Nowata County,6,1,"10,076"
OK,Okfuskee County,6,1,"11,993"
OK,Oklahoma County,1,2,"797,434"
OK,Okmulgee County,2,0,"38,465"
OK,Osage County,2,2,"46,963"
OK,Ottawa County,6,0,"31,127"
OK,Pawnee County,2,2,"16,376"
OK,Payne County,4,4,"81,784"
OK,Pittsburg County,5,4,"43,654"
OK,Pontotoc County,7,0,"38,284"
OK,Pottawatomie County,4,0,"72,592"
OK,Pushmataha County,9,0,"11,096"
OK,Roger Mills County,9,2,"3,583"
OK,Rogers County,2,0,"92,459"
OK,Seminole County,7,2,"24,258"
OK,Sequoyah County,2,0,"41,569"
OK,Stephens County,4,2,"43,143"
OK,Texas County,7,3,"19,983"
OK,Tillman County,6,1,"7,250"
OK,Tulsa County,2,2,"651,552"
OK,Wagoner County,2,0,"81,289"
OK,Washington County,4,2,"51,527"
OK,Washita County,7,2,"10,916"
OK,Woods County,7,2,"8,793"
OK,Woodward County,7,2,"20,211"
OR,Baker County,7,5,"16,124"
OR,Benton County,3,4,"93,053"
OR,Clackamas County,1,0,"418,187"
OR,Clatsop County,4,5,"40,224"
OR,Columbia County,1,0,"52,354"
OR,Coos County,5,0,"64,487"
OR,Crook County,6,0,"24,404"
OR,Curry County,7,5,"22,925"
OR,Deschutes County,3,5,"197,692"
OR,Douglas County,4,0,"110,980"
OR,Gilliam County,9,0,"1,912"
OR,Grant County,9,4,"7,199"
OR,Harney County,7,4,"7,393"
OR,Hood River County,6,5,"23,382"
OR,Jackson County,3,0,"220,944"
OR,Jefferson County,6,0,"24,658"
OR,Josephine County,3,0,"87,487"
OR,Klamath County,5,0,"68,238"
OR,Lake County,7,4,"7,869"
OR,Lane County,2,0,"382,067"
OR,Lincoln County,5,5,"49,962"
OR,Linn County,3,3,"129,749"
OR,Malheur County,6,4,"30,571"
OR,Marion County,2,4,"347,818"
OR,Morrow County,6,1,"11,603"
OR,Multnomah County,1,0,"812,855"
OR,Polk County,2,0,"86,085"
OR,Sherman County,9,1,"1,780"
OR,Tillamook County,6,5,"27,036"
OR,Umatilla County,4,0,"77,950"
OR,Union County,7,4,"26,835"
OR,Wallowa County,9,5,"7,208"
OR,Wasco County,6,0,"26,682"
OR,Washington County,1,3,"601,592"
OR,Wheeler County,9,1,"1,332"
OR,Yamhill County,1,0,"107,100"
PA,Adams County,3,0,"103,009"
PA,Allegheny County,1,0,"1,216,045"
PA,Armstrong County,1,2,"64,735"
PA,Beaver County,1,0,"163,929"
PA,Bedford County,6,0,"47,888"
PA,Berks County,2,0,"421,164"
PA,Blair County,3,0,"121,829"
PA,Bradford County,6,0,"60,323"
PA,Bucks County,1,0,"628,270"
PA,Butler County,1,0,"187,853"
PA,Cambria County,3,0,"130,192"
PA,Cameron County,7,3,"4,447"
PA,Carbon County,2,5,"64,182"
PA,Centre County,3,4,"162,385"
PA,Chester County,1,0,"524,989"
PA,Clarion County,6,4,"38,438"
PA,Clearfield County,4,0,"79,255"
PA,Clinton County,4,3,"38,632"
PA,Columbia County,3,0,"64,964"
PA,Crawford County,4,3,"84,629"
PA,Cumberland County,2,0,"253,370"
PA,Dauphin County,2,4,"278,299"
PA,Delaware County,1,0,"566,747"
PA,Elk County,7,3,"29,910"
PA,Erie County,2,0,"269,728"
PA,Fayette County,1,0,"129,274"
PA,Forest County,9,4,"7,247"
PA,Franklin County,3,0,"155,027"
PA,Fulton County,8,3,"14,530"
PA,Greene County,6,2,"36,233"
PA,Huntingdon County,6,4,"45,144"
PA,Indiana County,4,2,"84,073"
PA,Jefferson County,7,3,"43,425"
PA,Juniata County,6,3,"24,763"
PA,Lackawanna County,2,0,"209,674"
PA,Lancaster County,2,0,"545,724"
PA,Lawrence County,4,0,"85,512"
PA,Lebanon County,3,0,"141,793"
PA,Lehigh County,2,0,"369,318"
PA,Luzerne County,2,0,"317,417"
PA,Lycoming County,3,0,"113,299"
PA,McKean County,7,2,"40,625"
PA,Mercer County,2,0,"109,424"
PA,Mifflin County,4,3,"46,138"
PA,Monroe County,3,4,"170,271"
PA,Montgomery County,1,0,"830,915"
PA,Montour County,3,0,"18,230"
PA,Northampton County,2,0,"305,285"
PA,Northumberland County,4,0,"90,843"
PA,Perry County,2,0,"46,272"
PA,Philadelphia County,1,0,"1,584,064"
PA,Pike County,1,5,"55,809"
PA,Potter County,9,5,"16,526"
PA,Schuylkill County,4,0,"141,359"
PA,Snyder County,7,0,"40,372"
PA,Somerset County,4,5,"73,447"
PA,Sullivan County,8,5,"6,066"
PA,Susquehanna County,6,2,"40,328"
PA,Tioga County,6,5,"40,591"
PA,Union County,4,4,"44,923"
PA,Venango County,4,3,"50,668"
PA,Warren County,6,0,"39,191"
PA,Washington County,1,0,"206,865"
PA,Wayne County,6,4,"51,361"
PA,Westmoreland County,1,0,"348,899"
PA,Wyoming County,2,3,"26,794"
PA,York County,2,0,"449,058"
RI,Bristol County,1,0,"48,479"
RI,Kent County,1,0,"164,292"
RI,Newport County,1,4,"82,082"
RI,Providence County,1,0,"638,931"
RI,Washington County,1,4,"125,577"
SC,Abbeville County,6,3,"24,527"
SC,Aiken County,2,0,"170,872"
SC,Allendale County,6,3,"8,688"
SC,Anderson County,2,3,"202,558"
SC,Bamberg County,7,0,"14,066"
SC,Barnwell County,6,3,"20,866"
SC,Beaufort County,3,5,"192,122"
SC,Berkeley County,2,0,"227,907"
SC,Calhoun County,2,3,"14,553"
SC,Charleston County,2,4,"411,406"
SC,Cherokee County,4,3,"57,300"
SC,Chester County,1,3,"32,244"
SC,Chesterfield County,6,3,"45,650"
SC,Clarendon County,6,0,"33,745"
SC,Colleton County,6,0,"37,677"
SC,Darlington County,3,3,"66,618"
SC,Dillon County,6,3,"30,479"
SC,Dorchester County,2,0,"162,809"
SC,Edgefield County,2,4,"27,260"
SC,Fairfield County,2,0,"22,347"
SC,Florence County,3,0,"138,293"
SC,Georgetown County,4,5,"62,680"
SC,Greenville County,2,0,"523,542"
SC,Greenwood County,4,3,"70,811"
SC,Hampton County,6,4,"19,222"
SC,Horry County,2,5,"354,081"
SC,Jasper County,3,0,"30,073"
SC,Kershaw County,2,0,"66,551"
SC,Lancaster County,1,0,"98,012"
SC,Laurens County,2,3,"67,493"
SC,Lee County,6,4,"16,828"
SC,Lexington County,2,0,"298,750"
SC,McCormick County,8,4,"9,463"
SC,Marion County,6,0,"30,657"
SC,Marlboro County,6,3,"26,118"
SC,Newberry County,6,3,"38,440"
SC,Oconee County,4,3,"79,546"
SC,Orangeburg County,4,0,"86,175"
SC,Pickens County,2,4,"126,884"
SC,Richland County,2,4,"415,759"
SC,Saluda County,2,3,"20,473"
SC,Spartanburg County,2,3,"319,785"
SC,Sumter County,3,0,"106,721"
SC,Union County,2,3,"27,316"
SC,Williamsburg County,6,3,"30,368"
SC,York County,1,0,"280,979"
SD,Aurora County,9,1,"2,751"
SD,Beadle County,7,0,"18,453"
SD,Bennett County,9,1,"3,365"
SD,Bon Homme County,9,1,"6,901"
SD,Brookings County,5,3,"35,077"
SD,Brown County,5,0,"38,839"
SD,Brule County,9,1,"5,297"
SD,Buffalo County,9,4,"1,962"
SD,Butte County,6,0,"10,429"
SD,Campbell County,9,1,"1,376"
SD,Charles Mix County,9,1,"9,292"
SD,Clark County,9,1,"3,736"
SD,Clay County,6,4,"14,070"
SD,Codington County,5,0,"28,009"
SD,Corson County,9,1,"4,086"
SD,Custer County,3,4,"8,972"
SD,Davison County,7,0,"19,775"
SD,Day County,9,1,"5,424"
SD,Deuel County,9,1,"4,351"
SD,Dewey County,9,4,"5,892"
SD,Douglas County,9,1,"2,921"
SD,Edmunds County,9,1,"3,829"
SD,Fall River County,6,4,"6,713"
SD,Faulk County,9,1,"2,299"
SD,Grant County,7,0,"7,052"
SD,Gregory County,9,1,"4,185"
SD,Haakon County,8,1,"1,899"
SD,Hamlin County,9,1,"6,164"
SD,Hand County,9,1,"3,191"
SD,Hanson County,8,1,"3,453"
SD,Harding County,9,1,"1,298"
SD,Hughes County,7,4,"17,526"
SD,Hutchinson County,8,1,"7,291"
SD,Hyde County,9,1,"1,301"
SD,Jackson County,8,1,"3,344"
SD,Jerauld County,9,1,"2,013"
SD,Jones County,9,1,903
SD,Kingsbury County,9,1,"4,939"
SD,Lake County,6,0,"12,797"
SD,Lawrence County,6,5,"25,844"
SD,Lincoln County,3,0,"61,128"
SD,Lyman County,9,1,"3,781"
SD,McCook County,3,1,"5,586"
SD,McPherson County,9,1,"2,379"
SD,Marshall County,9,1,"4,935"
SD,Meade County,3,4,"28,332"
SD,Mellette County,9,1,"2,061"
SD,Miner County,8,1,"2,216"
SD,Minnehaha County,3,0,"193,134"
SD,Moody County,8,1,"6,576"
SD,Oglala Lakota County,6,4,"14,177"
SD,Pennington County,3,0,"113,775"
SD,Perkins County,8,1,"2,865"
SD,Potter County,9,1,"2,153"
SD,Roberts County,9,1,"10,394"
SD,Sanborn County,9,1,"2,344"
SD,Spink County,9,1,"6,376"
SD,Stanley County,9,0,"3,098"
SD,Sully County,9,1,"1,391"
SD,Todd County,9,4,"10,177"
SD,Tripp County,7,1,"5,441"
SD,Turner County,3,1,"8,384"
SD,Union County,3,0,"15,932"
SD,Walworth County,7,0,"5,435"
SD,Yankton County,7,3,"22,814"
SD,Ziebach County,8,1,"2,756"
TN,Anderson County,2,3,"76,978"
TN,Bedford County,4,3,"49,713"
TN,Benton County,7,0,"16,160"
TN,Bledsoe County,8,4,"15,064"
TN,Blount County,2,0,"133,088"
TN,Bradley County,3,3,"108,110"
TN,Campbell County,2,0,"39,842"
TN,Cannon County,1,0,"14,678"
TN,Carroll County,6,0,"27,767"
TN,Carter County,3,0,"56,391"
TN,Cheatham County,1,3,"40,667"
TN,Chester County,3,0,"17,297"
TN,Claiborne County,6,0,"31,959"
TN,Clay County,9,0,"7,615"
TN,Cocke County,6,3,"36,004"
TN,Coffee County,4,0,"56,520"
TN,Crockett County,3,3,"14,230"
TN,Cumberland County,4,0,"60,520"
TN,Davidson County,1,0,"694,144"
TN,Decatur County,9,0,"11,663"
TN,DeKalb County,6,3,"20,490"
TN,Dickson County,1,0,"53,948"
TN,Dyer County,5,3,"37,159"
TN,Fayette County,1,3,"41,133"
TN,Fentress County,9,0,"18,523"
TN,Franklin County,6,0,"42,208"
TN,Gibson County,4,0,"49,133"
TN,Giles County,6,3,"29,464"
TN,Grainger County,2,0,"23,320"
TN,Greene County,4,3,"69,069"
TN,Grundy County,8,0,"13,427"
TN,Hamblen County,3,3,"64,934"
TN,Hamilton County,2,0,"367,804"
TN,Hancock County,8,1,"6,620"
TN,Hardeman County,6,3,"25,050"
TN,Hardin County,6,3,"25,652"
TN,Hawkins County,2,3,"56,786"
TN,Haywood County,6,3,"17,304"
TN,Henderson County,6,3,"28,117"
TN,Henry County,7,0,"32,345"
TN,Hickman County,1,0,"25,178"
TN,Houston County,8,0,"8,201"
TN,Humphreys County,6,3,"18,582"
TN,Jackson County,8,0,"11,786"
TN,Jefferson County,3,0,"54,495"
TN,Johnson County,6,0,"17,788"
TN,Knox County,2,0,"470,313"
TN,Lake County,9,4,"7,016"
TN,Lauderdale County,6,0,"25,633"
TN,Lawrence County,6,0,"44,142"
TN,Lewis County,6,0,"12,268"
TN,Lincoln County,6,3,"34,366"
TN,Loudon County,2,0,"54,068"
TN,McMinn County,4,3,"53,794"
TN,McNairy County,6,3,"25,694"
TN,Macon County,1,0,"24,602"
TN,Madison County,3,0,"97,984"
TN,Marion County,2,0,"28,907"
TN,Marshall County,6,3,"34,375"
TN,Maury County,1,0,"96,387"
TN,Meigs County,8,3,"12,422"
TN,Monroe County,6,3,"46,545"
TN,Montgomery County,2,0,"208,993"
TN,Moore County,9,3,"6,488"
TN,Morgan County,2,4,"21,403"
TN,Obion County,7,3,"30,069"
TN,Overton County,7,0,"22,241"
TN,Perry County,8,0,"8,076"
TN,Pickett County,9,5,"5,048"
TN,Polk County,3,5,"16,832"
TN,Putnam County,4,0,"80,245"
TN,Rhea County,6,4,"33,167"
TN,Roane County,2,0,"53,382"
TN,Robertson County,1,3,"71,813"
TN,Rutherford County,1,3,"332,285"
TN,Scott County,6,0,"22,068"
TN,Sequatchie County,2,0,"15,026"
TN,Sevier County,4,5,"98,250"
TN,Shelby County,1,0,"937,166"
TN,Smith County,1,0,"20,157"
TN,Stewart County,8,4,"13,715"
TN,Sullivan County,2,3,"158,348"
TN,Sumner County,1,0,"191,283"
TN,Tipton County,1,0,"61,599"
TN,Trousdale County,1,5,"11,284"
TN,Unicoi County,3,3,"17,883"
TN,Union County,2,3,"19,972"
TN,Van Buren County,9,4,"5,872"
TN,Warren County,6,3,"41,277"
TN,Washington County,3,4,"129,375"
TN,Wayne County,8,4,"16,673"
TN,Weakley County,7,4,"33,328"
TN,White County,7,3,"27,345"
TN,Williamson County,1,0,"238,412"
TN,Wilson County,1,0,"144,657"
TX,Anderson County,7,4,"57,735"
TX,Andrews County,6,2,"18,705"
TX,Angelina County,5,0,"86,715"
TX,Aransas County,2,5,"23,510"
TX,Archer County,3,2,"8,553"
TX,Armstrong County,2,1,"1,887"
TX,Atascosa County,1,2,"51,153"
TX,Austin County,1,3,"30,032"
TX,Bailey County,7,1,"7,000"
TX,Bandera County,1,5,"23,112"
TX,Bastrop County,1,0,"88,723"
TX,Baylor County,8,0,"3,509"
TX,Bee County,6,4,"32,565"
TX,Bell County,2,0,"362,924"
TX,Bexar County,1,0,"2,003,554"
TX,Blanco County,8,5,"11,931"
TX,Borden County,8,1,654
TX,Bosque County,6,1,"18,685"
TX,Bowie County,3,4,"93,245"
TX,Brazoria County,1,0,"374,264"
TX,Brazos County,3,4,"229,211"
TX,Brewster County,7,4,"9,203"
TX,Briscoe County,9,1,"1,546"
TX,Brooks County,7,4,"7,093"
TX,Brown County,5,0,"37,864"
TX,Burleson County,3,2,"18,443"
TX,Burnet County,6,5,"48,155"
TX,Caldwell County,1,0,"43,664"
TX,Calhoun County,6,3,"21,290"
TX,Callahan County,3,1,"13,943"
TX,Cameron County,2,0,"423,163"
TX,Camp County,6,0,"13,094"
TX,Carson County,2,3,"5,926"
TX,Cass County,6,0,"30,026"
TX,Castro County,6,1,"7,530"
TX,Chambers County,1,3,"43,837"
TX,Cherokee County,6,0,"52,646"
TX,Childress County,7,4,"7,306"
TX,Clay County,3,2,"10,471"
TX,Cochran County,9,1,"2,853"
TX,Coke County,8,2,"3,387"
TX,Coleman County,6,1,"8,175"
TX,Collin County,1,0,"1,034,730"
TX,Collingsworth County,9,1,"2,920"
TX,Colorado County,6,0,"21,493"
TX,Comal County,1,5,"156,209"
TX,Comanche County,7,1,"13,635"
TX,Concho County,8,1,"2,726"
TX,Cooke County,6,2,"41,257"
TX,Coryell County,2,4,"75,951"
TX,Cottle County,9,1,"1,398"
TX,Crane County,6,2,"4,797"
TX,Crockett County,7,2,"3,464"
TX,Crosby County,2,1,"5,737"
TX,Culberson County,9,4,"2,171"
TX,Dallam County,7,0,"7,287"
TX,Dallas County,1,0,"2,635,516"
TX,Dawson County,7,0,"12,728"
TX,Deaf Smith County,6,1,"18,546"
TX,Delta County,8,1,"5,331"
TX,Denton County,1,0,"887,207"
TX,DeWitt County,6,0,"20,160"
TX,Dickens County,8,1,"2,211"
TX,Dimmit County,6,2,"10,124"
TX,Donley County,8,1,"3,278"
TX,Duval County,7,2,"11,157"
TX,Eastland County,6,2,"18,360"
TX,Ector County,3,2,"166,223"
TX,Edwards County,9,4,"1,932"
TX,Ellis County,1,3,"184,826"
TX,El Paso County,2,0,"839,238"
TX,Erath County,4,4,"42,698"
TX,Falls County,2,4,"17,297"
TX,Fannin County,6,4,"35,514"
TX,Fayette County,6,1,"25,346"
TX,Fisher County,8,1,"3,830"
TX,Floyd County,6,1,"5,712"
TX,Foard County,9,1,"1,155"
TX,Fort Bend County,1,0,"811,688"
TX,Franklin County,7,0,"10,725"
TX,Freestone County,7,2,"19,717"
TX,Frio County,6,2,"20,306"
TX,Gaines County,7,2,"21,492"
TX,Galveston County,1,4,"342,139"
TX,Garza County,6,2,"6,229"
TX,Gillespie County,7,5,"26,988"
TX,Glasscock County,8,1,"1,409"
TX,Goliad County,3,1,"7,658"
TX,Gonzales County,6,1,"20,837"
TX,Gray County,6,2,"21,886"
TX,Grayson County,3,0,"136,212"
TX,Gregg County,3,2,"123,945"
TX,Grimes County,6,3,"28,880"
TX,Guadalupe County,1,0,"166,847"
TX,Hale County,4,0,"33,406"
TX,Hall County,9,1,"2,964"
TX,Hamilton County,6,1,"8,461"
TX,Hansford County,7,1,"5,399"
TX,Hardeman County,9,0,"3,933"
TX,Hardin County,2,0,"57,602"
TX,Harris County,1,2,"4,713,325"
TX,Harrison County,4,2,"66,553"
TX,Hartley County,7,1,"5,576"
TX,Haskell County,6,1,"5,658"
TX,Hays County,1,0,"230,191"
TX,Hemphill County,7,2,"3,819"
TX,Henderson County,4,0,"82,737"
TX,Hidalgo County,2,0,"868,707"
TX,Hill County,6,0,"36,649"
TX,Hockley County,6,2,"23,021"
TX,Hood County,1,2,"61,643"
TX,Hopkins County,6,0,"37,084"
TX,Houston County,7,4,"22,968"
TX,Howard County,4,2,"36,664"
TX,Hudspeth County,2,4,"4,886"
TX,Hunt County,1,3,"98,594"
TX,Hutchinson County,6,2,"20,938"
TX,Irion County,3,2,"1,536"
TX,Jack County,6,2,"8,935"
TX,Jackson County,6,3,"14,760"
TX,Jasper County,6,0,"35,529"
TX,Jeff Davis County,9,4,"2,274"
TX,Jefferson County,2,0,"251,565"
TX,Jim Hogg County,6,4,"5,200"
TX,Jim Wells County,4,2,"40,482"
TX,Johnson County,1,0,"175,817"
TX,Jones County,3,4,"20,083"
TX,Karnes County,6,4,"15,601"
TX,Kaufman County,1,0,"136,154"
TX,Kendall County,1,0,"47,431"
TX,Kenedy County,9,2,404
TX,Kent County,9,1,762
TX,Kerr County,4,5,"52,600"
TX,Kimble County,7,5,"4,337"
TX,King County,9,1,272
TX,Kinney County,7,4,"3,667"
TX,Kleberg County,4,4,"30,680"
TX,Knox County,9,2,"3,664"
TX,Lamar County,5,3,"49,859"
TX,Lamb County,6,1,"12,893"
TX,Lampasas County,2,0,"21,428"
TX,La Salle County,6,2,"7,520"
TX,Lavaca County,6,1,"20,154"
TX,Lee County,6,1,"17,239"
TX,Leon County,8,2,"17,404"
TX,Liberty County,1,0,"88,219"
TX,Limestone County,6,4,"23,437"
TX,Lipscomb County,9,2,"3,233"
TX,Live Oak County,8,2,"12,207"
TX,Llano County,7,5,"21,795"
TX,Loving County,9,4,169
TX,Lubbock County,2,0,"310,569"
TX,Lynn County,2,1,"5,951"
TX,McCulloch County,7,0,"7,984"
TX,McLennan County,2,0,"256,623"
TX,McMullen County,9,2,743
TX,Madison County,6,4,"14,284"
TX,Marion County,8,0,"9,854"
TX,Martin County,3,1,"5,771"
TX,Mason County,9,2,"4,274"
TX,Matagorda County,4,0,"36,643"
TX,Maverick County,5,4,"58,722"
TX,Medina County,1,0,"51,584"
TX,Menard County,9,1,"2,138"
TX,Midland County,3,2,"176,832"
TX,Milam County,6,1,"24,823"
TX,Mills County,9,1,"4,873"
TX,Mitchell County,7,4,"8,545"
TX,Montague County,6,2,"19,818"
TX,Montgomery County,1,0,"607,391"
TX,Moore County,7,3,"20,940"
TX,Morris County,6,3,"12,388"
TX,Motley County,9,1,"1,200"
TX,Nacogdoches County,5,0,"65,204"
TX,Navarro County,4,0,"50,113"
TX,Newton County,2,0,"13,595"
TX,Nolan County,6,0,"14,714"
TX,Nueces County,2,0,"362,294"
TX,Ochiltree County,7,2,"9,836"
TX,Oldham County,2,1,"2,112"
TX,Orange County,2,3,"83,396"
TX,Palo Pinto County,6,2,"29,189"
TX,Panola County,6,2,"23,194"
TX,Parker County,1,0,"142,878"
TX,Parmer County,7,1,"9,605"
TX,Pecos County,7,2,"15,823"
TX,Polk County,6,0,"51,353"
TX,Potter County,2,0,"117,415"
TX,Presidio County,7,4,"6,704"
TX,Rains County,8,0,"12,514"
TX,Randall County,2,0,"137,713"
TX,Reagan County,6,2,"3,849"
TX,Real County,9,5,"3,452"
TX,Red River County,6,1,"12,023"
TX,Reeves County,7,2,"15,976"
TX,Refugio County,6,2,"6,948"
TX,Roberts County,9,0,854
TX,Robertson County,3,2,"17,074"
TX,Rockwall County,1,0,"104,915"
TX,Runnels County,6,1,"10,264"
TX,Rusk County,3,2,"54,406"
TX,Sabine County,8,3,"10,542"
TX,San Augustine County,9,0,"8,237"
TX,San Jacinto County,8,0,"28,859"
TX,San Patricio County,2,0,"66,730"
TX,San Saba County,7,1,"6,055"
TX,Schleicher County,8,2,"2,793"
TX,Scurry County,7,2,"16,703"
TX,Shackelford County,8,2,"3,265"
TX,Shelby County,7,3,"25,274"
TX,Sherman County,9,1,"3,022"
TX,Smith County,3,0,"232,751"
TX,Somervell County,1,0,"9,128"
TX,Starr County,4,0,"64,633"
TX,Stephens County,7,2,"9,366"
TX,Sterling County,8,2,"1,291"
TX,Stonewall County,9,2,"1,350"
TX,Sutton County,7,2,"3,776"
TX,Swisher County,6,1,"7,397"
TX,Tarrant County,1,0,"2,102,515"
TX,Taylor County,3,0,"138,034"
TX,Terrell County,9,4,776
TX,Terry County,6,2,"12,337"
TX,Throckmorton County,9,1,"1,501"
TX,Titus County,7,3,"32,750"
TX,Tom Green County,3,0,"119,200"
TX,Travis County,1,4,"1,273,954"
TX,Trinity County,7,5,"14,651"
TX,Tyler County,6,4,"21,672"
TX,Upshur County,3,0,"41,753"
TX,Upton County,8,2,"3,657"
TX,Uvalde County,6,0,"26,741"
TX,Val Verde County,5,4,"49,025"
TX,Van Zandt County,6,1,"56,590"
TX,Victoria County,3,2,"92,084"
TX,Walker County,4,4,"72,971"
TX,Waller County,1,3,"55,246"
TX,Ward County,6,2,"11,998"
TX,Washington County,6,3,"35,882"
TX,Webb County,2,0,"276,652"
TX,Wharton County,4,0,"41,556"
TX,Wheeler County,9,2,"5,056"
TX,Wichita County,3,2,"132,230"
TX,Wilbarger County,6,4,"12,769"
TX,Willacy County,6,0,"21,358"
TX,Williamson County,1,0,"590,551"
TX,Wilson County,1,1,"51,070"
TX,Winkler County,6,2,"8,010"
TX,Wise County,1,2,"69,984"
TX,Wood County,6,0,"45,539"
TX,Yoakum County,7,2,"8,713"
TX,Young County,7,2,"18,010"
TX,Zapata County,6,2,"14,179"
TX,Zavala County,7,0,"11,840"
UT,Beaver County,7,5,"6,710"
UT,Box Elder County,2,3,"56,046"
UT,Cache County,3,3,"128,289"
UT,Carbon County,7,2,"20,463"
UT,Daggett County,9,4,950
UT,Davis County,2,4,"355,481"
UT,Duchesne County,7,2,"19,938"
UT,Emery County,7,2,"10,012"
UT,Garfield County,9,5,"5,051"
UT,Grand County,7,5,"9,754"
UT,Iron County,4,4,"54,839"
UT,Juab County,2,0,"12,017"
UT,Kane County,6,5,"7,886"
UT,Millard County,7,0,"13,188"
UT,Morgan County,2,0,"12,124"
UT,Piute County,9,1,"1,479"
UT,Rich County,8,5,"2,483"
UT,Salt Lake County,1,0,"1,160,437"
UT,San Juan County,7,2,"15,308"
UT,Sanpete County,6,4,"30,939"
UT,Sevier County,7,0,"21,620"
UT,Summit County,4,5,"42,145"
UT,Tooele County,1,4,"72,259"
UT,Uintah County,7,2,"35,734"
UT,Utah County,2,0,"636,235"
UT,Wasatch County,6,5,"34,091"
UT,Washington County,3,5,"177,556"
UT,Wayne County,9,4,"2,711"
UT,Weber County,2,4,"260,213"
VT,Addison County,6,0,"36,777"
VT,Bennington County,6,5,"35,470"
VT,Caledonia County,7,0,"29,993"
VT,Chittenden County,3,0,"163,774"
VT,Essex County,9,4,"6,163"
VT,Franklin County,3,0,"49,402"
VT,Grand Isle County,3,5,"7,235"
VT,Lamoille County,8,5,"25,362"
VT,Orange County,9,5,"28,892"
VT,Orleans County,7,5,"27,037"
VT,Rutland County,4,5,"58,191"
VT,Washington County,4,4,"58,409"
VT,Windham County,7,5,"42,222"
VT,Windsor County,7,5,"55,062"
VA,Accomack County,8,3,"32,316"
VA,Albemarle County,3,4,"109,330"
VA,Alleghany County,6,3,"14,860"
VA,Amelia County,1,0,"13,145"
VA,Amherst County,2,4,"31,605"
VA,Appomattox County,2,0,"15,911"
VA,Arlington County,1,4,"236,842"
VA,Augusta County,3,0,"75,558"
VA,Bath County,8,5,"4,147"
VA,Bedford County,2,0,"78,997"
VA,Bland County,8,3,"6,280"
VA,Botetourt County,2,0,"33,419"
VA,Brunswick County,6,0,"16,231"
VA,Buchanan County,9,2,"21,004"
VA,Buckingham County,3,4,"17,148"
VA,Campbell County,2,0,"54,885"
VA,Caroline County,1,4,"30,725"
VA,Carroll County,7,0,"29,791"
VA,Charles City County,1,0,"6,963"
VA,Charlotte County,8,0,"11,880"
VA,Chesterfield County,1,0,"352,802"
VA,Clarke County,1,0,"14,619"
VA,Craig County,2,5,"5,131"
VA,Culpeper County,1,0,"52,605"
VA,Cumberland County,8,0,"9,932"
VA,Dickenson County,9,2,"14,318"
VA,Dinwiddie County,1,0,"28,544"
VA,Essex County,6,5,"10,953"
VA,Fairfax County,1,0,"1,147,532"
VA,Fauquier County,1,0,"71,222"
VA,Floyd County,3,1,"15,749"
VA,Fluvanna County,3,0,"27,270"
VA,Franklin County,2,0,"56,042"
VA,Frederick County,3,0,"89,313"
VA,Giles County,3,3,"16,720"
VA,Gloucester County,1,0,"37,348"
VA,Goochland County,1,0,"23,753"
VA,Grayson County,9,1,"15,550"
VA,Greene County,3,0,"19,819"
VA,Greensville County,6,3,"11,336"
VA,Halifax County,6,0,"33,911"
VA,Hanover County,1,0,"107,766"
VA,Henrico County,1,0,"330,818"
VA,Henry County,4,0,"50,557"
VA,Highland County,8,0,"2,190"
VA,Isle of Wight County,1,3,"37,109"
VA,James City County,1,5,"76,523"
VA,King and Queen County,8,0,"7,025"
VA,King George County,6,4,"26,836"
VA,King William County,1,3,"17,148"
VA,Lancaster County,9,5,"10,603"
VA,Lee County,8,4,"23,423"
VA,Loudoun County,1,0,"413,538"
VA,Louisa County,8,5,"37,591"
VA,Lunenburg County,9,4,"12,196"
VA,Madison County,8,0,"13,261"
VA,Mathews County,1,5,"8,834"
VA,Mecklenburg County,7,0,"30,587"
VA,Middlesex County,8,5,"10,582"
VA,Montgomery County,3,4,"98,535"
VA,Nelson County,3,5,"14,930"
VA,New Kent County,1,0,"23,091"
VA,Northampton County,8,0,"11,710"
VA,Northumberland County,9,5,"12,095"
VA,Nottoway County,6,4,"15,232"
VA,Orange County,6,0,"37,051"
VA,Page County,6,5,"23,902"
VA,Patrick County,8,3,"17,608"
VA,Pittsylvania County,4,0,"60,354"
VA,Powhatan County,1,4,"29,652"
VA,Prince Edward County,6,4,"22,802"
VA,Prince George County,1,4,"38,353"
VA,Prince William County,1,0,"470,335"
VA,Pulaski County,3,3,"34,027"
VA,Rappahannock County,1,5,"7,370"
VA,Richmond County,9,4,"9,023"
VA,Roanoke County,2,0,"94,186"
VA,Rockbridge County,6,0,"22,573"
VA,Rockingham County,3,0,"81,948"
VA,Russell County,7,0,"26,586"
VA,Scott County,2,1,"21,566"
VA,Shenandoah County,6,3,"43,616"
VA,Smyth County,7,3,"30,104"
VA,Southampton County,6,4,"17,631"
VA,Spotsylvania County,1,0,"136,215"
VA,Stafford County,1,4,"152,882"
VA,Surry County,8,0,"6,422"
VA,Sussex County,1,4,"11,159"
VA,Tazewell County,5,0,"40,595"
